paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,relevance_score,extractability_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,exclude_reason,final_priority_label
paper_0077,effectiveness of dolomite and Ni-catalyst mixtures for pure H 2 production by methane steam reforming via CO 2 capture,Seitkaliyeva,2007,Diffusion Fundamentals,10.62721/diffusion-fundamentals.7.149,"High hydrogen yields have been obtained continuously from steam reforming of methane coupled with simultaneous CO2 capture[1], at lower temperature (630oC) and pressure (1 atm) than those typical of traditional processes (800-900oC,15-30 atm), using calcined dolomite and a pulverized commercial Ni catalyst, in a single step. On the other hand, a pure CO2 stream is obtained by subsequent regeneration of the sorbent, which could be stored. A bubbling fluidized bed contained in a quartz vessel was operated batchwise. First, the durability of a dolomite in multi-cycle CO2 sorption/desorption runs has been investigated: a remarkable reduction of dolomite activity is observed after the first calcination, but substantially stable activity was conserved up to the fifth cycle. Then the performance of sorption enhanced catalytic steam reforming of methane to pure hydrogen has been evaluated. Two well distinct operation regimes have been found: before dolomite saturation, H2 concentration in the dry product gas remained stable at 94-96%, and CO2 was completely converted into calcium carbonate; after a short breakthrough period, concentration of H2 at the exit of the reactor reduced its value that became approximately equal to the equilibrium value expected for methane reforming and water gas shift reactions.",crossref,unclear,yes,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0082,Hydrogen Production from Methane and Water on Platinum Loaded Titanium Oxide Photocatalysts,Hisao Yoshida,2008,The Journal of Physical Chemistry C,10.1021/jp077314u,"Photocatalytic reaction of CH4 gas with H2O vapor was examined over Pt/TiO2 around room temperature (ca. 323 K) in a flow reactor. H2 and CO2 were the main products, and only trace amounts of C2H6 and CO were also observed. After an induction period, the molar ratio of H2 to CO2 in the outlet gas became close to 4. Thus, the main reaction is suggested as the equation CH4 + 2H2O(g) → 4H2 + CO2, which can be referred to as photocatalytic steam reforming of methane (photocatalytic SRM), where the photoenergy is converted to chemical potential of products (= 113 kJ mol-1). The reaction would be promoted by photoexcited electrons and holes, which were generated by band gap photoexcitation of the TiO2 photocatalyst. The apparent quantum yield in the range 345−385 nm with high-intensity light (60 mW cm-2) was 0.6%, while the one in the range 240−270 nm with low-intensity light (2 mW cm-2) reached 2%. Highly active Pt/TiO2 photocatalysts consisted of anatase phase TiO2 having large surface area and enough loading amount (more than 0.1 wt %) of metallic Pt nanosized particles, which should be loaded by the photodeposition method, preferentially in the reaction condition. During the induction period, the photoirradiated side of the catalyst in the reaction cell turned pale brown, and the reaction was much accelerated. The colored surface substances accelerating the reaction rate, whose chemical formula can be described as [CH2O]n, were revealed as the reaction intermediates. The reaction mechanism was also investigated.",openalex,no,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0084,Millisecond Methane Steam Reforming Via Process and Catalyst Intensification,Georgios D. Stefanidis,2008,Chemical Engineering & Technology,10.1002/ceat.200800237,"Abstract The steam reforming of methane on a rhodium/alumina based multifunctional microreactor is simulated using fundamental chemical kinetics in a pseudo‐two‐dimensional microreactor model. The microreactor consists of parallel catalytic plates, whereby catalytic combustion and reforming take place on opposite sides of a wall. Heat exchange happens through the wall. It is shown that reforming can happen in millisecond or lower contact times and proper balancing of flow rates can give high conversions, reasonably high temperatures, and high yield to syngas. It is found that tuning catalyst surface area and internal and external mass and heat transfer through reactor sizing can lead to further process intensification.",openalex,no,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0103,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,Adolfo Iulianelli,2010,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.06.049,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,70,85.0,yes,yes,no,,medium_priority
paper_0106,Photocatalytic Steam Reforming of Methane over Sodium Tantalate,Katsuya Shimura,2010,The Journal of Physical Chemistry C,10.1021/jp902761x,"Photocatalytic steam reforming of methane (CH4 + 2H2O → 4H2 + CO2) was examined over modified and unmodified sodium tantalate photocatalysts around room temperature. The activity of the photocatalysts was much influenced by metal cation doped into the bulk of NaTaO3, the crystallites size of NaTaO3, and metal nanoparticles loaded on the surface. The highest activity was obtained over the NaTaO3 doped with La3+, where a moderate amount of La3+ should substitute for Na+ without distorting the crystal structure of NaTaO3. The large crystallites size was a more important factor than the high surface area for higher photocatalytic activity of NaTaO3:La. These factors such as doping and large crystallites should increase the density and the mobility of the photoexcited carriers to improve the intrinsic photocatalytic activity. A moderate amount of Pt nanoparticles loaded on NaTaO3:La most enhanced the activity among the examined metal particles, which would contribute to not only separation of excited electrons from holes and the successive hydrogen production but also methane activation during reaction with water or holes. The heat treatment after the addition of Pt, which probably formed the practical metal−semiconductor junction, was required for a high and stable photocatalytic activity. The best photocatalyst, Pt/NaTaO3:La(2%), exhibited more than two times higher activity than Pt/TiO2 did. The photocatalytic reaction lasted for a long time without deactivation. The effect of reaction conditions such as reaction temperature, feed gas composition, and light intensity on the catalytic performance was systematically optimized, and the highest H2 production rate reached 4.5 μmol min−1 (270 μmol h−1), corresponding to 0.6% methane conversion and 11% water conversion, which exceeded the equilibrium conversion. The apparent quantum yield in the range of 240−270 nm for the hydrogen production was estimated to be 30% when the irradiation light intensity was 2 mW cm−2, which was higher than that of the photocatalytic water-splitting system employing NiO/NaTaO3:La.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0108,Study on Ni-based monolithic catalysts modified with La for steam reforming of methane,Dawen Wang,2010,Natural Gas Chemical Industry,,"The novel Ni-based monolithic catalysts modified with La were prepared and tested for steam reforming of methane.The monolithic catalyst exhibited excellent catalytic activity for steam reforming of methane.The addition of La could enhance the activity of the catalysts and the 10%Ni/3%La2O3/Si-Al/D catalyst showed the best catalytic activity.The XRD and H2-TPR results in-dicated that the addition of La could promote the dispersion of NiO,and decrease the interaction between the NiO and the support.The XPS result indicated that the addition of La changed the chemical environment of Ni atom,which led to change of the catalytic activity of the monolithic catalysts for steam reforming of methane.",openalex,no,yes,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,70,85.0,yes,no,yes,,medium_priority
paper_0133,Comparative Study on Steam and Oxidative Steam Reforming of Methane with Noble Metal Catalysts,Um‐e‐Salma Amjad,2013,Industrial & Engineering Chemistry Research,10.1021/ie400679h,"Methane steam reforming (SR) and oxidative steam reforming (OSR) are two catalytic processes for generating syngas. Catalysts based on Ru, Rh, and Pt noble metals deposited over CeO2 and Al2O3 carriers were prepared by solution combustion synthesis and tested toward the methane SR reaction. The best catalysts were further tested toward the methane OSR reaction, to see any benefit coming from the presence of a slight amount of oxygen. These catalysts were then characterized using Brunauer-Emmet-Teller (BET), CO chemisorption, transmission electron microscopy (TEM), and X-ray diffraction (XRD) techniques. The highest conversion of methane was reached by the 1.5% Rh/CeO2 catalyst for the methane SR reaction and by the 1.5% Ru/Al2O3 for the methane OSR reaction. These two best catalysts were then further compared in terms of hydrogen concentration, yield, H2-to-CO molar ratio, and CO2-to-CO selectivity ratio. The 1.5% Rh/CeO2 catalyst for SR performed better than the 1.5% Ru/Al2O3 catalyst for OSR reaction, as it gave complete methane conversion at lower temperature (635 °C), higher CO2 selectivity (87.5%), and higher hydrogen concentration (74.4% dry volume). Its good catalytic activity could be ascribed to the high Rh dispersion over the CeO2 carrier.",openalex,no,yes,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0151,Ni/TiO2 for low temperature steam reforming of methane,Ee Teng Kho,2015,Chemical Engineering Science,10.1016/j.ces.2015.10.021,,openalex,no,no,yes,journal_article,SRM catalyst methane || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,70,85.0,yes,yes,no,,medium_priority
paper_0175,A thermo-photo hybrid process for steam reforming of methane: highly efficient visible light photocatalysis,Bing Han,2019,Chemical Communications,10.1039/c9cc04193a,"Steam reforming of methane (SRM) is one of the most important industrial processes, which produces 95% of hydrogen used in the USA. However, SRM is an endothermic reaction, which requires a high energy input and a high reaction temperature (>800 °C) for the current process. Furthermore, its products must be subjected to a water-gas shift (WGS) process. A photocatalytic process is expected to solve the energy issue and to eliminate the necessity of WGS for SRM. However, the hydrogen yield from the current photocatalytic steam reforming of methane (PSRM) is very low (μmol h<sup>-1</sup> g<sup>-1</sup> level), which is far below industrial interest. This work demonstrates that a Pt/blackTiO<sub>2</sub> catalyst dispersed on a light-diffuse-reflection-surface is excellent for efficient visible-light PSRM. Under visible light illumination on the catalyst by filtering UV light from AM 1.5G sunlight, CH<sub>4</sub> and H<sub>2</sub>O were directly converted into H<sub>2</sub> and CO<sub>2</sub> without WGS, leading to a high H<sub>2</sub> yield of 185 mmol h<sup>-1</sup> g<sup>-1</sup> with a quantum efficiency of 60% at 500 °C. The yield is 3 orders of magnitude larger than the reported values, which can be attributed to the synergistic effect between potential and kinetic energies. This opens up a new opportunity for hydrogen production from water and natural gas using solar energy.",openalex,no,yes,yes,journal_article,SRM catalyst methane || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0176,Bench-Scale Steam Reforming of Methane for Hydrogen Production,Hae‐Gu Park,2019,Catalysts,10.3390/catal9070615,"The effects of reaction parameters, including reaction temperature and space velocity, on hydrogen production via steam reforming of methane (SRM) were investigated using lab- and bench-scale reactors to identify critical factors for the design of large-scale processes. Based on thermodynamic and kinetic data obtained using the lab-scale reactor, a series of SRM reactions were performed using a pelletized catalyst in the bench-scale reactor with a hydrogen production capacity of 10 L/min. Various temperature profiles were tested for the bench-scale reactor, which was surrounded by three successive cylindrical furnaces to simulate the actual SRM conditions. The temperature at the reactor bottom was crucial for determining the methane conversion and hydrogen production rates when a sufficiently high reaction temperature was maintained (&gt;800 °C) to reach thermodynamic equilibrium at the gas-hourly space velocity of 2.0 L CH4/(h·gcat). However, if the temperature of one or more of the furnaces decreased below 700 °C, the reaction was not equilibrated at the given space velocity. The effectiveness factor (0.143) of the pelletized catalyst was calculated based on the deviation of methane conversion between the lab- and bench-scale reactions at various space velocities. Finally, an idling procedure was proposed so that catalytic activity was not affected by discontinuous operation.",openalex,yes,yes,yes,journal_article,SRM catalyst methane || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0191,Supported catalysts for induction-heated steam reforming of methane,Canio Scarfiello,2020,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.09.262,"Ni60Co40 nanoparticles supported on γ-Al2O3 capable of simultaneously catalysing the steam reforming reaction of methane and supplying in-situ the heat necessary to activate the reaction by induction heating, have been synthesized and characterized. Energy is remotely and promptly supplied by an alternating radiofrequency magnetic field (induction heating system) to supported nanoparticles that act as dissipating agents by virtue of their ferromagnetic properties. The temperature reached on the Ni–Co based catalyst surface is high enough to obtain good catalytic performances for the steam methane reforming (SMR). By varying synthesis conditions, samples with two different metal loading (17 wt% and 30 wt%) and different particle size distribution were prepared and characterized. Experimental results evidence that the temperature reached on the catalyst surface is related to the metal loading and to the particles size distribution that strongly affect the ability of ferromagnetic nanoparticles to convert the externally applied radio frequency field into heat. Catalyst pellets proved their effectiveness reaching the temperature of 720 °C during SMR reaction and 80% methane conversion.",openalex,yes,yes,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,100,85.0,no,yes,yes,,medium_priority
paper_0008,"Activity, FTIR studies and catalyst characterization during methane steam reforming on Ni/Y-zeolite catalysts",Al-Ubaid,1987,Applied Catalysis,10.1016/s0166-9834(00)82450-1,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0013,"Methane steam reforming, methanation and water‐gas shift: I. Intrinsic kinetics",Jianguo Xu,1989,AIChE Journal,10.1002/aic.690350109,"Abstract Intrinsic rate equations were derived for the steam reforming of methane, accompanied by water‐gas shift on a Ni/MgAl 2 O 4 catalyst. A large number of detailed reaction mechanisms were considered. Thermodynamic analysis helped in reducing the number of possible mechanisms. Twenty one sets of three rate equations were retained and subjected to model discrimination and parameter estimation. The parameter estimates in the best model are statistically significant and thermodynamically consistent.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,no,,medium_priority
paper_0036,Methane-Steam Reforming over Ni/Al2O3 Catalyst Prepared Using W/O Microemulsion,Hayashi,2001,Chemistry Letters,10.1246/cl.2001.34,"Abstract The catalytic activity and durability of methane-steam reforming under a low H2O/CH4 molar ratio was studied on an Ni/Al2O3 catalyst prepared using water-in-oil (w/o) microemulsion. The initial activity of the prepared Ni/Al2O3 catalyst was higher than that of an impregnated one. The impregnated catalyst deactivated rapidly and lost its activity at a time-on-stream of 15 h due to severe coking (&gt; 30 wt%-carbon after 20 h). In contrast, the catalyst prepared using w/o microemulsion sustained its activity for 40 h, and gave little coke (&lt;0.3 wt%-carbon after 40 h) on the catalyst.",crossref,unclear,yes,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,80,83.0,yes,no,yes,,medium_priority
paper_0039,Highly Active and Stable All-Round Catalyst for Methane Reforming Reactions: Ni/Ce-ZrO<sub>2</sub>/θ-Al<sub>2</sub>O<sub>3</sub>,"Rho, Hyun-Seog;Jun, Ki-Won;Baek, Seung-Chan;Park, Sang-Eon;",2002,Bulletin of the Korean Chemical Society,10.5012/bkcs.2002.23.6.793,"Methane reforming reactions are important routes to pro duce H2 or synthesis gas. Three kinds of methane reforming reactions attracting research interests are steam reforming of methane (SRM), oxy-refbrming of methane (ORM), and CO 2 reforming of methane (CDR).1-4 So far, specific catalyst has been reported as a candidate for each reforming reaction. However, each reaction has its own disadvantages such as excess steam, explosive dangers, high endothermicity, and so on. Thus, the combination of each reforming reaction can be more desirable. Besides, in the case of a compact fuel cell system, simultaneous exothermic ORM and endothermic SRM (OSRM) can give a lot of merits such as a fast start-up, high efficiency, cost save, and so on.5 Consequently, it is necessary to develop highly active and stable all-round catalyst for all the reforming reactions.",openalex,yes,yes,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,no,,medium_priority
paper_0051,A Comparison of Oxygen-vacancy Effect on Activity Behaviors of Carbon Dioxide and Steam Reforming of Methane over Supported Nickel Catalysts,Ta-Jen Huang,2005,Catalysis Letters,10.1007/s10562-005-8697-2,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0053,Catalytic activities and coking resistance of Ni/perovskites in steam reforming of methane,Kohei Urasaki,2005,Applied Catalysis A General,10.1016/j.apcata.2005.02.020,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0058,"Methane steam reforming over Ni/Ce–ZrO2 catalyst: Influences of Ce–ZrO2 support on reactivity, resistance toward carbon formation, and intrinsic reaction kinetics",Navadol Laosiripojana,2005,Applied Catalysis A General,10.1016/j.apcata.2005.05.026,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0134,Effect of Nickel-Alumina Nanoparticle Catalyst on the Performance of Methane Steam Reforming Process,Rohani,2013,American Journal of Nanoscience and Nanotechnology,10.11648/j.nano.20130103.13,,crossref,unclear,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0150,Hydrogen production by steam reforming of methane over mixed Ni/MgAl + CrFe 3 O 4 catalysts,Na Young Kim,2015,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2015.06.104,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0180,Hydrogen production by steam reforming of methane over nickel based structured catalysts supported on calcium aluminate modified SiC,Young Su Noh,2019,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.04.287,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,65,83.0,yes,no,yes,,medium_priority
paper_0066,Steam Reforming of Methane in a Membrane Reactor:  An Industrial Case Study,Fausto Gallucci,2006,Industrial & Engineering Chemistry Research,10.1021/ie058063j,"The methane steam-reforming reaction has been investigated from a modeling point of view, considering the effect of different parameters on methane conversion. In particular, we point our attention mainly toward the influence of the different retentate and permeate flux configurations on both methane conversion and hydrogen recovery. Both methane conversion and hydrogen recovery are higher in the membrane reactor operated in the countercurrent mode than in the cocurrent mode. A comparison between a traditional steam-reforming process and a membrane reactor process has also been made. The use of a membrane reactor can simplify the process scheme, and the operating temperature and the fuel consumption are lower than those of a traditional system.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,100,79.0,no,yes,yes,,medium_priority
paper_0074,Kinetic Analysis of the Catalyst and Nonthermal Plasma Hybrid Reaction for Methane Steam Reforming,Tomohiro Nozaki,2007,Energy & Fuels,10.1021/ef070117+,"Bioresources, such as landfill gas and agricultural residues, attract considerable attention because of growing concerns of global energy and environmental protection. However, the efficient usage of bioresource poses major challenges and generally necessitates appropriate pre-reforming processes. We propose a low-temperature (300−500 °C) upgrading method using an atmospheric pressure nonthermal discharge generated in a reforming catalyst bed reactor for profitable recovery of poor bioresources. Excited species produced by high-energy electron impact, which proceed independent of the temperature, accelerate methane steam reforming at lower temperatures than normal catalyst reactions with minimum energy required. The resultant hydrogen-enriched biogas is then available for use in conventional energy utility systems, such as internal combustion engines. This paper introduces fundamental characteristics of nonthermal discharge and the catalyst hybrid reactor. Furthermore, a detailed mechanistic study of synergistic effects between nonthermal discharge and the reforming catalyst is presented on the basis of the Arrhenius plot method.",openalex,no,yes,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,85,79.0,no,yes,no,,medium_priority
paper_0149,Development of catalysts for hydrogen production through the integration of steam reforming of methane and high temperature water gas shift,Trevor L. LeValley,2015,Energy,10.1016/j.energy.2015.07.106,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,85,79.0,no,yes,yes,,medium_priority
paper_0161,Kinetic assessment of Ni-based catalysts in low-temperature methane/biogas steam reforming,Luca Turchetti,2016,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.07.245,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,85,70,79.0,yes,yes,no,,medium_priority
paper_0185,A Short Review on Ni Based Catalysts and Related Engineering Issues for Methane Steam Reforming,Eugenio Meloni,2020,Catalysts,10.3390/catal10030352,"Hydrogen is an important raw material in chemical industries, and the steam reforming of light hydrocarbons (such as methane) is the most used process for its production. In this process, the use of a catalyst is mandatory and, if compared to precious metal-based catalysts, Ni-based catalysts assure an acceptable high activity and a lower cost. The aim of a distributed hydrogen production, for example, through an on-site type hydrogen station, is only reachable if a novel reforming system is developed, with some unique properties that are not present in the large-scale reforming system. These properties include, among the others, (i) daily startup and shutdown (DSS) operation ability, (ii) rapid response to load fluctuation, (iii) compactness of device, and (iv) excellent thermal exchange. In this sense, the catalyst has an important role. There is vast amount of information in the literature regarding the performance of catalysts in methane steam reforming. In this short review, an overview on the most recent advances in Ni based catalysts for methane steam reforming is given, also regarding the use of innovative structured catalysts.",openalex,yes,yes,yes,review,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,review_kept_separately_for_manual_flagging,95,55,79.0,yes,no,yes,,low_priority
paper_0190,Process analysis of solar steam reforming of methane for producing low-carbon hydrogen,Enkhbayar Shagdar,2020,RSC Advances,10.1039/c9ra09835f,"Regarding the trend of hydrogen-powered fuel cell engine development, hydrogen fuel is undisputedly the next generation renewable and sustainable energy carrier. The steam reforming of methane (SRM) is a field-proven technology for efficient hydrogen production. However, producing low-carbon hydrogen is the most technical challenge related to available hydrogen production technologies. This paper investigated the process analysis of SRM for low-carbon hydrogen production using concentrated solar energy as a heat source. Analysis of the solar SRM is carried out considering the reformate gas and their influencing factors. The operating temperature of 200-1000 °C and the pressure of 1.02-30 bar were considered when the mass ratio of steam-to-methane in feed gas was varied from 1.0 to 4.0. It was found that the composition of reformate gas, hydrogen yield, methane and steam conversion rate, the thermal efficiency of reforming reactor, and volume flow of reformate gas are significantly affected by the operating parameters including temperature, pressure, and the mass ratio of feed gas. Carbon content in the yield of hydrogen produced can be limited by considering the water-gas shift reaction in the SRM process. Besides, the centralized tower type solar concentrating system is selected as the heat source of the SRM process. The effect of solar radiation on the operation performance of the solar SRM process was analyzed. Direct normal irradiation is a key factor affecting the operating performance of the solar SRM process.",openalex,yes,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,65,100,79.0,no,yes,yes,,medium_priority
paper_0003,Evidence for the participation of surface nickel aluminate sites in the steam reforming of methane over nickel/alumina catalysts,J.R.H. Ross,1978,Journal of Catalysis,10.1016/0021-9517(78)90142-2,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0004,"Kinetics of the steam reforming of methane with iron, nickel, and iron-nickel alloys as catalysts",Petra Münster,1981,Journal of Catalysis,10.1016/0021-9517(81)90010-5,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0006,Sulfur-passivated nickel catalysts for carbon-free steam reforming of methane,J.R. Rostrup-Nielsen,1984,Journal of Catalysis,10.1016/0021-9517(84)90107-6,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0012,Steam reforming of methane on reduced non-stoichiometric nickel aluminate catalysts,A.S. Al-Ubaid,1988,Applied Catalysis,10.1016/s0166-9834(00)80427-3,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0029,Kinetics of internal steam reforming of methane on Ni/YSZ-based anodes for solid oxide fuel cells,Khaliq Ahmed,2000,Catalysis Today,10.1016/s0920-5861(00)00494-6,,openalex,no,no,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0031,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,Yokota,2000,International Journal of Hydrogen Energy,10.1016/s0360-3199(99)00011-7,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0037,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,Kaihu Hou,2001,Chemical Engineering Journal,10.1016/s1385-8947(00)00367-3,,crossref;openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0040,Hydrogen from step-wise steam reforming of methane over Ni/ZrO2: factors affecting catalytic methane decomposition and gasification by steam of carbon formed on the catalyst,Choudhary,2002,Applied Catalysis A: General,10.1016/s0926-860x(02)00232-6,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0055,Hydrotalcite as CO<sub>2</sub> Sorbent for Sorption-Enhanced Steam Reforming of Methane,Hendricus Th. J. Reijers,2005,Industrial & Engineering Chemistry Research,10.1021/ie050563p,"Sorption-enhanced reforming of methane is an attractive option for the combined production of electricity and capture of CO2. In this process, the steam-reforming catalyst is mixed with a CO2 sorbent. During the reaction, CO2 is adsorbed, leading to an increase of the hydrogen production rate. Once the sorbent is saturated, it must be regenerated using purge gas, usually steam. The amount of steam needed for CO2 removal from the saturated sorbent determines the system efficiency of the process to a large extent. In this paper, several potassium-promoted hydrotalcite samples, both obtained commercially and prepared in-house, are tested for their suitability as a CO2 sorbent for sorption-enhanced reforming of methane. In particular, the purge gas to adsorbed CO2 ratio is determined under various operation conditions. It is shown that this ratio is still too large under the investigated conditions. Mixed with steam-reforming catalyst the hydrotalcite sorbent can adsorb sufficient CO2 to enhance the CH4 conversion to almost 100%.",openalex,no,yes,yes,journal_article,steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,75,80,77.0,no,no,yes,,medium_priority
paper_0056,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,D.L. Hoang,2005,Chemical Engineering Journal,10.1016/j.cej.2005.06.004,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0060,Steam reforming of methane over unsupported nickel catalysts,Souad Rakass,2005,Journal of Power Sources,10.1016/j.jpowsour.2005.09.019,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0070,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,Carolina Pistonesi,2006,Applied Surface Science,10.1016/j.apsusc.2006.09.054,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
paper_0073,Effect of Ni Loading and CexZri-xO2 Promoter on Ni-Based SBA-15 Catalysts for Steam Reforming of Methane,Huijun Wan,2007,Journal of Natural Gas Chemistry,10.1016/s1003-9953(07)60039-5,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,95,50,77.0,yes,no,no,,medium_priority
